supplier_item_id,import_batch_id,supplier_name,source_file,source_sheet,source_row_number,supplier_brand_raw,supplier_name_raw,supplier_ori_raw,supplier_cn_raw,supplier_code,quantity_raw,quantity_kg,price_aed,price_usd,normalised_brand,normalised_fragrance_name,normalised_cn_name,candidate_original_brand,candidate_original_name,supplier_clone_name,brand_match_key,fragrance_match_key,cn_match_key,variant_flags,status,review_status,review_priority,commercial_use_basis,source_type,can_promote_to_catalogue,data_quality_notes
SUP-20260426-00059,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,62,AL JAZEERA,VENICE,LZ,PIAZZA SAN MARCO,461944-A,1.00KG,1.0,500.0,137.0,Al Jazeera,Venice,Piazza San Marco,Al Jazeera,Venice,Piazza San Marco,ALJAZEERA,VENICE,PIAZZASANMARCO,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00060,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,63,AL JAZEERA,WISTERIA TOP,LZ,BLUE RAIN,680021-T,1.00KG,1.0,930.0,254.0,Al Jazeera,Wisteria Top,Blue Rain,Al Jazeera,Wisteria,Blue Rain,ALJAZEERA,WISTERIA,BLUERAIN,lz_clone_name; top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval. Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00061,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,64,AL JAZEERA,VENICE TOP,LZ,PIAZZA SAN MARCO,461944-T,1.00KG,1.0,800.0,219.0,Al Jazeera,Venice Top,Piazza San Marco,Al Jazeera,Venice,Piazza San Marco,ALJAZEERA,VENICE,PIAZZASANMARCO,lz_clone_name; top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval. Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00062,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,65,AL JAZEERA,MAGIC,LZ,HOUDINI,503629,1.00KG,1.0,700.0,191.0,Al Jazeera,Magic,Houdini,Al Jazeera,Magic,Houdini,ALJAZEERA,MAGIC,HOUDINI,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00063,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,66,AL TEEB,LORA DAR,LZ,LO YS,693067,1.00KG,1.0,750.0,205.0,Al Teeb,Lora Dar,Lo Ys,Al Teeb,Lora Dar,Lo Ys,ALTEEB,LORADAR,LOYS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00064,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,67,AL TEEB,JULIET DAR,LZ,LIET YS,261067,1.00KG,1.0,700.0,191.0,Al Teeb,Juliet Dar,Liet Ys,Al Teeb,Juliet Dar,Liet Ys,ALTEEB,JULIETDAR,LIETYS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00065,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,68,AL TEEB,WARDE-DAR,LZ,PASSION YS,339927,1.00KG,1.0,450.0,123.0,Al Teeb,Warde-dar,Passion Ys,Al Teeb,Warde-dar,Passion Ys,ALTEEB,WARDEDAR,PASSIONYS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00066,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,69,ALEXANDRE. J,MANDARINE SULTANE,LZ,ALHAMBRA GARDEN,343622-A,1.00KG,1.0,390.0,107.0,Alexandre. J,Mandarine Sultane,Alhambra Garden,Alexandre. J,Mandarine Sultane,Alhambra Garden,ALEXANDREJ,MANDARINESULTANE,ALHAMBRAGARDEN,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00067,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,70,ALEXANDRE. J,MANDARINE SULTANE NO,LZ,ALHAMBRA GARDEN,343622,1.00KG,1.0,500.0,137.0,Alexandre. J,Mandarine Sultane No,Alhambra Garden,Alexandre. J,Mandarine Sultane No,Alhambra Garden,ALEXANDREJ,MANDARINESULTANENO,ALHAMBRAGARDEN,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00068,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,71,ALEXANDRE. J,MORNING MUSCS,LZ,FRESH DEWDROP,461305-B,1.00KG,1.0,330.0,90.0,Alexandre. J,Morning Muscs,Fresh Dewdrop,Alexandre. J,Morning Muscs,Fresh Dewdrop,ALEXANDREJ,MORNINGMUSCS,FRESHDEWDROP,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00069,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,72,ALEXANDRE. J,THE COLLECTOR BLACK,,THE COLLECTOR BLACK,3000031,1.00KG,1.0,275.0,75.0,Alexandre. J,The Collector Black,The Collector Black,Alexandre. J,The Collector Black,,ALEXANDREJ,THECOLLECTORBLACK,THECOLLECTORBLACK,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00070,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,73,ALEXANDRE. J,THE COLLECTOR ZAFEER OUD,,THE COLLECTOR ZAFEER OUD,3000032,1.00KG,1.0,275.0,75.0,Alexandre. J,The Collector Zafeer OUD,The Collector Zafeer OUD,Alexandre. J,The Collector Zafeer OUD,,ALEXANDREJ,THECOLLECTORZAFEEROUD,THECOLLECTORZAFEEROUD,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00071,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,74,ALEXANDRE. J,ROSE OUD,,ROSE OUD,3000033,1.00KG,1.0,275.0,75.0,Alexandre. J,Rose OUD,Rose OUD,Alexandre. J,Rose OUD,,ALEXANDREJ,ROSEOUD,ROSEOUD,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00072,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,75,ALEXANDRE.J,ALTESSE,LZ,SAVOY OF INDIA,461250-B,1.00KG,1.0,390.0,107.0,Alexandre J,Altesse,Savoy Of India,Alexandre J,Altesse,Savoy Of India,ALEXANDREJ,ALTESSE,SAVOYOFINDIA,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00073,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,76,AMOUAGE,ENCLAVE,,ENCLAVE,250416,1.00KG,1.0,1500.0,409.0,Amouage,Enclave,Enclave,Amouage,Enclave,,AMOUAGE,ENCLAVE,ENCLAVE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00074,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,77,AMOUAGE,LINE 618 ESSENCE DE PARFUME,,LINE 618 ESSENCE DE PARFUME,250408,1.00KG,1.0,850.0,232.0,Amouage,Line 618 Essence De Parfume,Line 618 Essence De Parfume,Amouage,Line 618 Essence De Parfume,,AMOUAGE,LINE618ESSENCEDEPARFUME,LINE618ESSENCEDEPARFUME,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00075,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,78,AMOUAGE,SINDABAD,,SINDABAD,250401,1.00KG,1.0,1100.0,383.0,Amouage,Sindabad,Sindabad,Amouage,Sindabad,,AMOUAGE,SINDABAD,SINDABAD,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00076,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,79,AMOUAGE,SEQUENCE,,SEQUENCE,250402,1.00KG,1.0,1500.0,409.0,Amouage,Sequence,Sequence,Amouage,Sequence,,AMOUAGE,SEQUENCE,SEQUENCE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00077,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,80,AMOUAGE,OPUS XVI TIMBER,,OPUS XVI TIMBER,250257,1.00KG,1.0,850.0,232.0,Amouage,Opus Xvi Timber,Opus Xvi Timber,Amouage,Opus Xvi Timber,,AMOUAGE,OPUSXVITIMBER,OPUSXVITIMBER,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00078,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,81,AMOUAGE,RECEPTION,,RECEPTION,250225,1.00KG,1.0,1600.0,437.0,Amouage,Reception,Reception,Amouage,Reception,,AMOUAGE,RECEPTION,RECEPTION,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00079,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,82,AMOUAGE,LOVE TUBEROSE,,LOVE TUBEROSE,250183,1.00KG,1.0,1100.0,301.0,Amouage,Love Tuberose,Love Tuberose,Amouage,Love Tuberose,,AMOUAGE,LOVETUBEROSE,LOVETUBEROSE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00080,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,83,AMOUAGE,DECISION,,DECISION,250161,1.00KG,1.0,1200.0,327.0,Amouage,Decision,Decision,Amouage,Decision,,AMOUAGE,DECISION,DECISION,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00081,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,84,AMOUAGE,EXISTENCE,,EXISTENCE,250162,1.00KG,1.0,1900.0,519.0,Amouage,Existence,Existence,Amouage,Existence,,AMOUAGE,EXISTENCE,EXISTENCE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00082,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,85,AMOUAGE,SEARCH,,SEARCH,250036,1.00KG,1.0,1500.0,409.0,Amouage,Search,Search,Amouage,Search,,AMOUAGE,SEARCH,SEARCH,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00083,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,86,AMOUAGE,DIA 40 WOMEN,,DIA 40 WOMEN,240965,1.00KG,1.0,1000.0,273.0,Amouage,Dia 40 Women,Dia 40 Women,Amouage,Dia 40 Women,,AMOUAGE,DIA40WOMEN,DIA40WOMEN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00084,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,87,AMOUAGE,VANILLA BARAKA,,VANILLA BARAKA,240901,1.00KG,1.0,2000.0,546.0,Amouage,Vanilla Baraka,Vanilla Baraka,Amouage,Vanilla Baraka,,AMOUAGE,VANILLABARAKA,VANILLABARAKA,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00085,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,88,AMOUAGE,OUD ULYA,,OUD ULYA,240900,1.00KG,1.0,2000.0,546.0,Amouage,OUD Ulya,OUD Ulya,Amouage,OUD Ulya,,AMOUAGE,OUDULYA,OUDULYA,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00086,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,89,AMOUAGE,PURPOSE 50,,PURPOSE 50,240818,1.00KG,1.0,1300.0,355.0,Amouage,Purpose 50,Purpose 50,Amouage,Purpose 50,,AMOUAGE,PURPOSE50,PURPOSE50,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00087,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,90,AMOUAGE,PURPOSE TOP,,PURPOSE TOP,240804,1.00KG,1.0,2000.0,546.0,Amouage,Purpose Top,Purpose Top,Amouage,Purpose,,AMOUAGE,PURPOSE,PURPOSETOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00088,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,91,AMOUAGE,OUTLANDS,,OUTLANDS,240730,1.00KG,1.0,1100.0,301.0,Amouage,Outlands,Outlands,Amouage,Outlands,,AMOUAGE,OUTLANDS,OUTLANDS,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00089,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,92,AMOUAGE,GUIDANCE 46,,GUIDANCE 46,240643,1.00KG,1.0,1500.0,409.0,Amouage,Guidance 46,Guidance 46,Amouage,Guidance 46,,AMOUAGE,GUIDANCE46,GUIDANCE46,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00090,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,93,AMOUAGE,JUBILITION 40 MAN,,JUBILITION 40 MAN,240488,1.00KG,1.0,850.0,232.0,Amouage,Jubilition 40 Man,Jubilition 40 Man,Amouage,Jubilition 40 Man,,AMOUAGE,JUBILITION40MAN,JUBILITION40MAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00091,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,94,AMOUAGE,LILAC LOVE,,LILAC LOVE,240431,1.00KG,1.0,1000.0,273.0,Amouage,Lilac Love,Lilac Love,Amouage,Lilac Love,,AMOUAGE,LILACLOVE,LILACLOVE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00092,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,95,AMOUAGE,REFLACTION 45,,REFLACTION 45,240618,1.00KG,1.0,1600.0,437.0,Amouage,Reflaction 45,Reflaction 45,Amouage,Reflaction 45,,AMOUAGE,REFLACTION45,REFLACTION45,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00093,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,96,AMOUAGE,REFLACTION MEN,,REFLACTION MEN,240242,1.00KG,1.0,700.0,191.0,Amouage,Reflaction Men,Reflaction Men,Amouage,Reflaction Men,,AMOUAGE,REFLACTIONMEN,REFLACTIONMEN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00094,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,97,AMOUAGE,OPUS XIV ROYAL TOBACCO,,OPUS XIV ROYAL TOBACCO,240209,1.00KG,1.0,1080.0,295.0,Amouage,Opus Xiv Royal Tobacco,Opus Xiv Royal Tobacco,Amouage,Opus Xiv Royal Tobacco,,AMOUAGE,OPUSXIVROYALTOBACCO,OPUSXIVROYALTOBACCO,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00095,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,98,AMOUAGE,LOVE DELIGHT,,LOVE DELIGHT,240203,1.00KG,1.0,900.0,245.0,Amouage,Love Delight,Love Delight,Amouage,Love Delight,,AMOUAGE,LOVEDELIGHT,LOVEDELIGHT,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00096,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,99,AMOUAGE,AMOUAGE EPIC MAN TOP,,AMOUAGE EPIC MAN TOP,240438,1.00KG,1.0,750.0,205.0,Amouage,Amouage Epic Man Top,Amouage Epic Man Top,Amouage,Amouage Epic Man,,AMOUAGE,AMOUAGEEPICMAN,AMOUAGEEPICMANTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00097,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,100,AMOUAGE,"AMOUAGE, LYRIC MAN",LZ,TOUCHING POETRY,231633-B,1.00KG,1.0,330.0,90.0,Amouage,"Amouage, Lyric Man",Touching Poetry,Amouage,"Amouage, Lyric Man",Touching Poetry,AMOUAGE,AMOUAGELYRICMAN,TOUCHINGPOETRY,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00098,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,101,AMOUAGE,"AMOUAGE, OPUS V",LZ,MASTERPIECE,231662-B,1.00KG,1.0,330.0,90.0,Amouage,"Amouage, Opus V",Masterpiece,Amouage,"Amouage, Opus V",Masterpiece,AMOUAGE,AMOUAGEOPUSV,MASTERPIECE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00099,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,102,AMOUAGE,"AMOUAGE,JOURNEY WOMAN",LZ,GOLDEN TRIP,701761-B,1.00KG,1.0,330.0,90.0,Amouage,"Amouage,journey Woman",Golden Trip,Amouage,"Amouage,journey Woman",Golden Trip,AMOUAGE,AMOUAGEJOURNEYWOMAN,GOLDENTRIP,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00100,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,103,AMOUAGE,BLOSSOM LOVE WOMAN TOP,,BLOSSOM LOVE WOMAN TOP,240432,1.00KG,1.0,1000.0,273.0,Amouage,Blossom Love Woman Top,Blossom Love Woman Top,Amouage,Blossom Love Woman,,AMOUAGE,BLOSSOMLOVEWOMAN,BLOSSOMLOVEWOMANTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00101,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,104,AMOUAGE,HONOUR MAN,LZ,KINGSIZE,461236-A,1.00KG,1.0,440.0,120.0,Amouage,Honour Man,Kingsize,Amouage,Honour Man,Kingsize,AMOUAGE,HONOURMAN,KINGSIZE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00102,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,105,AMOUAGE,INTERLUDE 53 TOP,,INTERLUDE 53 TOP,240803,1.00KG,1.0,700.0,191.0,Amouage,Interlude 53 Top,Interlude 53 Top,Amouage,Interlude 53,,AMOUAGE,INTERLUDE53,INTERLUDE53TOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00103,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,106,AMOUAGE,INTERLUDE WOMAN,LZ,MIDNIGHT BLUE LADY,701741,1.00KG,1.0,660.0,180.0,Amouage,Interlude Woman,Midnight Blue Lady,Amouage,Interlude Woman,Midnight Blue Lady,AMOUAGE,INTERLUDEWOMAN,MIDNIGHTBLUELADY,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00104,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,107,AMOUAGE,INTERUDE MAN,LZ,MIDNIGHT BLUE MAN,340894-A,1.00KG,1.0,440.0,120.0,Amouage,Interude Man,Midnight Blue Man,Amouage,Interude Man,Midnight Blue Man,AMOUAGE,INTERUDEMAN,MIDNIGHTBLUEMAN,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00105,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,108,AMOUAGE,INTERLUDE TOP,,INTERLUDE TOP,240802,1.00KG,1.0,660.0,180.0,Amouage,Interlude Top,Interlude Top,Amouage,Interlude,,AMOUAGE,INTERLUDE,INTERLUDETOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00106,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,109,AMOUAGE,OPUS VI,LZ,ARABIAN POETRY,342271-A,1.00KG,1.0,550.0,150.0,Amouage,Opus Vi,Arabian Poetry,Amouage,Opus Vi,Arabian Poetry,AMOUAGE,OPUSVI,ARABIANPOETRY,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00107,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,111,AMOUAGE,OVERTURE MAN,LZ,GENTLEMANS MYSTIQUE,233742,1.00KG,1.0,470.0,128.0,Amouage,Overture Man,Gentlemans Mystique,Amouage,Overture Man,Gentlemans Mystique,AMOUAGE,OVERTUREMAN,GENTLEMANSMYSTIQUE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
